Brand Name,Series,Item model number,Operating System,Item Weight,Product Dimensions,Item Dimensions  L x W x H,Color,Processor Brand,Processor Count,Computer Memory Type,Hard Drive Rotational Speed,Optical Drive Type,Power Source,Batteries,Screen Size,Max Screen Resolution,Graphics Coprocessor,Chipset Brand,Card Description,Wireless Type,Number of USB 2.0 Ports,Number of USB 3.0 Ports,laptop_link,Hardware Platform,Flash Memory Size,Screen Resolution,Graphics Card Ram Size,Memory Speed,Average Battery Life (in hours),Package Dimensions,Rear Webcam Resolution,Voltage,Manufacturer,ASIN,Date First Available,National Stock Number
Lenovo,"ChromeBook Flex 5 13""",82B80006UX,Chrome OS,2.97 pounds,12.2 x 8.43 x 0.67 inches,12.2 x 8.43 x 0.67 inches,Graphite Grey,Intel,1,DDR4 SDRAM,7200 RPM,None,Battery Powered,1 Lithium Polymer batteries required. (included),13.3 inches,1920 x 1080 pixels,Intel Integrated Graphics,Intel,Integrated,802.11ax,,1,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg5_1?ie=UTF8&adId=A0222120CE6KVIPXXDFK&url=%2FLenovo-Chromebook-i3-10110U-Integrated-82B80006UX%2Fdp%2FB086383HC7%2Fref%3Dsr_1_85_sspa%3Fdchild%3D1%26keywords%3Dlaptops%26qid%3D1592921604%26sr%3D8-85-spons%26psc%3D1&qualifier=1592921604&id=5013536580332865&widgetName=sp_btf,Chrome,64,,,,10 hours,,,,,,,
CHUWI,LapBook Pro,CHUWI LapBook Pro,Windows 10,3.15 pounds,9.7 x 6.27 x 0.4 inches,9.7 x 6.27 x 0.4 inches,Space Gray,Intel,1,DDR4 SDRAM,,,Battery,,14.1 inches,1920x1080 pixels,Intel® UHD Graphics 600,Intel,,802.11ac,,,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg5_2?ie=UTF8&adId=A10395031EC6MKO84K0HI&url=%2FCHUWI-LapBook-Pro-Ultra-Slim-Gemini-Lake%2Fdp%2FB086PYGZ2X%2Fref%3Dsr_1_86_sspa%3Fdchild%3D1%26keywords%3Dlaptops%26qid%3D1592921604%26sr%3D8-86-spons%26psc%3D1&qualifier=1592921604&id=5013536580332865&widgetName=sp_btf,PC,,1920x1080,,,8 hours,,,,,,,
CHUWI,LapBook Pro,CHUWI LapBook Pro,Windows 10,3.15 pounds,9.7 x 6.27 x 0.4 inches,9.7 x 6.27 x 0.4 inches,Space Gray,Intel,1,DDR4 SDRAM,,,Battery,,14.1 inches,1920x1080 pixels,Intel® UHD Graphics 600,Intel,,802.11ac,,,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg6_1?ie=UTF8&adId=A10395031EC6MKO84K0HI&url=%2FCHUWI-LapBook-Pro-Ultra-Slim-Gemini-Lake%2Fdp%2FB086PYGZ2X%2Fref%3Dsr_1_81_sspa%3Fdchild%3D1%26keywords%3Dlaptops%26qid%3D1592921606%26sr%3D8-81-spons%26psc%3D1&qualifier=1592921606&id=7001642900228491&widgetName=sp_atf_next,PC,,1920x1080,,,8 hours,,,,,,,
Acer,CB3-431,NX.GC2AA.007-cr,Chrome OS,3.42 pounds,13.43 x 9.31 x 0.67 inches,13.43 x 9.31 x 0.67 inches,Sparkly Silver,Intel,4,Unknown,,,,1 Lithium Metal batteries required.,14 inches,1920 x 1080 pixels,Intel HD Graphics,Intel,Integrated,802.11a/b/g/n/ac,1,2,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg6_2?ie=UTF8&adId=A02455552PBR5CJHHST9N&url=%2FAcer-Chromebook-Aluminum-Quad-Core-CB3-431-C5FM%2Fdp%2FB07CTVDG1Q%2Fref%3Dsr_1_82_sspa%3Fdchild%3D1%26keywords%3Dlaptops%26qid%3D1592921606%26sr%3D8-82-spons%26psc%3D1&qualifier=1592921606&id=7001642900228491&widgetName=sp_atf_next,Unknown,32 GB,,,2.24 GHz,12 hours,,,,,,,
HP,Dell Precision,14,Windows 10,3.5 pounds,8.9 x 12.6 x 0.6 inches,8.9 x 12.6 x 0.6 inches,,AMD,2,SODIMM,,No Optical Drive,,,14 inches,1366 x 768,AMD Radeon R5 Series,AMD,Integrated,802.11ac,1,1,https://www.amazon.com/HP-14-14-dk0002dx-Display-Bluetooth/dp/B0835TCHMW/ref=sr_1_83?dchild=1&keywords=laptops&qid=1592921606&sr=8-83,PC,128,1366x768,,2400 MHz,5 hours,,,,,,,
Lenovo,100e Chromebook,81QB0000US,Chrome OS,2.7 pounds,11.42 x 8.03 x 0.8 inches,11.42 x 8.03 x 0.8 inches,,Qualcomm,2,DDR4 SDRAM,7200 RPM,No Optical Drive,Battery Powered,1 Lithium Polymer batteries required. (included),11.6 inches,1366 x 768 pixels,,PowerVR,Integrated,802.11ac,,2,https://www.amazon.com/Lenovo-81QB0000US-100E-Chromebook/dp/B07Q6F5J7G/ref=sr_1_84?dchild=1&keywords=laptops&qid=1592921606&sr=8-84,Unknown,16,,4 GB,1866 MHz,10 hours,,,230 volts,,,,
HP,HP,HP 14,Windows 10 Home,3.25 pounds,13.75 x 8.89 x 0.78 inches,13.75 x 8.89 x 0.78 inches,Silver,AMD,2,DDR3 SDRAM,,,AC & Battery,1 Lithium ion batteries required. (included),14 inches,1366 x 768,AMD Radeon Vega 3,Amd,,802.11bgn,,,https://www.amazon.com/HP-14-inch-Touchscreen-3-3200U-Bluetooth/dp/B081TWCG7C/ref=sr_1_85?dchild=1&keywords=laptops&qid=1592921606&sr=8-85,PC,256 GB,1366 x 768,,3.5 GHz,7 hours,,1.2 	MP	,,,,,
HP,7RP94UA,7RP94UA,Windows 10,4.34 pounds,12.76 x 8.86 x 0.71 inches,12.76 x 8.86 x 0.71 inches,,Intel,4,DDR4 SDRAM,,,,1 Lithium Polymer batteries required.,14 inches,1920 x 1080,Intel UHD Graphics,Intel,,802.11ac,,,https://www.amazon.com/HP-Laptop-i3-1005G1-Processor-14-dq1033cl/dp/B08192LMDH/ref=sr_1_86?dchild=1&keywords=laptops&qid=1592921606&sr=8-86,PC,128 GB,1920x1080,,,,,500 	MP	,,,,,
ASUS,VivoBook F512DA,F512DA-EB51,Windows 10 Home,3.5 pounds,14.1 x 9.1 x 0.75 inches,14.1 x 9.1 x 0.75 inches,Slate Grey,AMD,4,DDR4 SDRAM,10000 RPM,No Optical Drive,AC & Battery,1 Lithium Polymer batteries required. (included),15.6 inches,1920 x 1080 pixels,AMD Radeon RX Vega 8,AMD,Integrated,802.11b/n/ac,1,2,https://www.amazon.com/ASUS-VivoBook-R5-3500U-Graphics-F512DA-EB51/dp/B07QQB7552/ref=sr_1_87?dchild=1&keywords=laptops&qid=1592921606&sr=8-87,PC,256,1920 x 1080,8 GB,2400 MHz,,,,19 volts,,,,
HP,HP,14,Windows 10 S,4.4 pounds,15 x 10 x 1 inches,15 x 10 x 1 inches,Black,AMD,2,DDR4 SDRAM,,,AC & Battery,1 Lithium Polymer batteries required.,14 inches,1366 x 768 pixels,AMD Radeon Graphics,,,802.11ac,,,https://www.amazon.com/14-Performance-Business-Wireless-AC-Bluetooth/dp/B087N5LKNL/ref=sr_1_88?dchild=1&keywords=laptops&qid=1592921606&sr=8-88,PC,128 GB,1366x768,,3.2 GHz,,,,,,,,
Lenovo,Ideapad,Ideapad,Windows 10,4.12 pounds,14.1 x 9.6 x 0.76 inches,14.1 x 9.6 x 0.76 inches,Blue,Intel,2,DDR4 SDRAM,,,Battery Powered,1 Lithium ion batteries required. (included),15.6 inches,1366 x 768 pixels,Intel UHD Graphics 620,Intel,Integrated,Bluetooth,,,https://www.amazon.com/Lenovo-Ideapad-Narrow-bezels-Widescreen-Wireless-AC/dp/B07ZMQVQHG/ref=sr_1_89?dchild=1&keywords=laptops&qid=1592921606&sr=8-89,PC,256 GB,,,,6 hours,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,https://www.amazon.com/2-13-2018/dp/B077LZR177/ref=sr_1_90?dchild=1&keywords=laptops&qid=1592921606&sr=8-90,,,,,,,,,,,,,
Lenovo,"IdeaPad 3 14""",81W0003QUS,Windows 10,3.3 pounds,12.88 x 9.49 x 0.78 inches,12.88 x 9.49 x 0.78 inches,Abyss Blye,AMD,1,DDR4 SDRAM,7200 RPM,None,Battery Powered,1 Lithium Polymer batteries required. (included),14 inches,1920 x 1080 pixels,AMD Integrated Graphics,AMD,Integrated,802.11ac,1,2,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg6_1?ie=UTF8&adId=A04052102LURNB4D4RAI6&url=%2FLenovo-IdeaPad-Processor-Graphics-81W0003QUS%2Fdp%2FB0862269YP%2Fref%3Dsr_1_91_sspa%3Fdchild%3D1%26keywords%3Dlaptops%26qid%3D1592921606%26sr%3D8-91-spons%26psc%3D1&qualifier=1592921606&id=7001642900228491&widgetName=sp_mtf,,,,,,,,,,,,,
ASUS,C423NA,,Chrome OS,2.6 pounds,,,Silver,Intel,2,DDR4 SDRAM,,,AC & Battery,,14 inches,,,Intel,,802.11ac,2,,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg6_2?ie=UTF8&adId=A05231232HF8M1VY6S7KN&url=%2FASUS-Chromebook-Display-Processor-Included%2Fdp%2FB07VC61685%2Fref%3Dsr_1_92_sspa%3Fdchild%3D1%26keywords%3Dlaptops%26qid%3D1592921606%26sr%3D8-92-spons%26psc%3D1&qualifier=1592921606&id=7001642900228491&widgetName=sp_mtf,PC,,,,,,19.5 x 12 x 3 inches,,,,,,
ASUS,Asus Chromebook,C423NA HD,Chrome OS,3.1 pounds,,,,Intel,2,SDRAM,,No Optical Drive,Battery Powered,1 Lithium ion batteries required. (included),14 inches,1366 x 768 pixels,Intel HD Graphics 500,Intel,Integrated,802.11b/g,1,1,https://www.amazon.com/C423NA-Chromebook-HD-Processor-Bluetooth/dp/B07ZT682VS/ref=sr_1_93?dchild=1&keywords=laptops&qid=1592921606&sr=8-93,PC,64,,,,,19.8 x 13.9 x 4.1 inches,720 	MP	,,,,,
ASUS,ASUS Chromebook C202SA,C202SA-YS04,Chrome OS,2.6 pounds,11.6 x 7.9 x 0.9 inches,11.6 x 7.9 x 0.9 inches,Blue,Intel,2,DDR3 SDRAM,5400 RPM,No Optical Drive,Battery Powered,1 Lithium Polymer batteries required. (included),11.6 inches,1366 x 768 pixels,,Intel,Integrated,802.11ac,,2,https://www.amazon.com/ASUS-Chromebook-C202SA-YS04-Ruggedized-Resistant/dp/B07CHVH11J/ref=sr_1_94?dchild=1&keywords=laptops&qid=1592921606&sr=8-94,Unknown,32,,,2.48 GHz,10 hours,,,19 volts,,,,
ASUS,ASUS,TBCL432B,Windows 10 Home,2.2 pounds,11.3 x 7.6 x 0.7 inches,11.3 x 7.6 x 0.7 inches,,Intel,4,DDR SDRAM,,No Optical Drive,AC & Battery,1 Lithium Polymer batteries required.,11.6 inches,1366 x 768 (HD),Intel,Intel® UHD Graphics 600,Integrated,Bluetooth,1,1,https://www.amazon.com/ASUS-Procesador-Celeron-Bluetooth-Windows/dp/B07MGT236W/ref=sr_1_95?dchild=1&keywords=laptops&qid=1592921606&sr=8-95,PC,32,1366 x 768 (HD),,2400 MHz,,,,,,,,
Microsoft,Surface Laptop,V4C-00001,Windows 10 Home,3.4 pounds,12.1 x 0.57 x 8.8 inches,12.1 x 0.57 x 8.8 inches,Platinum,Intel,4,Unknown,,No Optical Drive,AC & Battery,1 Lithium ion batteries required. (included),13.5 inches,2256 x 1504,Intel Iris Plus Graphics,Intel,Integrated,Bluetooth,,2,https://www.amazon.com/Microsoft-Surface-Laptop-Touch-Screen-Alcantara/dp/B07YNK81F1/ref=sr_1_96?dchild=1&keywords=laptops&qid=1592921606&sr=8-96,Unknown,256,2256 x 1504,1 GB,,1 days,,,,,,,
ASUS,MJ401TA,ImagineBook,Windows 10,3.54 pounds,13.2 x 8.9 x 0.7 inches,13.2 x 8.9 x 0.7 inches,,Intel,2,DDR4 SDRAM,,,Battery Powered,1 Lithium Polymer batteries required.,14 inches,1920x1080,Intel UHD Graphics 615,Intel,,802.11ac,,,https://www.amazon.com/ASUS-ImagineBook-Computer-m3-8100Y-Graphics/dp/B0811DJM4N/ref=sr_1_97?dchild=1&keywords=laptops&qid=1592921606&sr=8-97,PC,128 GB,1920x1080,,3.4 GHz,,,,19 volts,,,,
ASUS,Asus ZenBook 13,UX331FA-AS51,Windows 10 Home,2.5 pounds,12.2 x 8.5 x 0.5 inches,12.2 x 8.5 x 0.5 inches,Slate Grey,Intel,4,DDR3 SDRAM,10000 RPM,None,,1 Lithium Polymer batteries required. (included),13.3 inches,1920 x 1080 pixels,Intel HD Graphics 620,Intel,Integrated,802.11b/n/ac,,3,https://www.amazon.com/Ultra-Slim-Wideview-I5-8265U-Fingerprint-UX331FA-AS51/dp/B07QXKW89P/ref=sr_1_98?dchild=1&keywords=laptops&qid=1592921606&sr=8-98,PC,512,,8 GB,3.9 GHz,,,,,,,,
Lenovo,ThinkPad X131e,ThinkPad X131e,Windows 10 64 Bit-Multi-Language Supports English/Spanish/French,,11.6 x 8.5 x 1.3 inches,11.6 x 8.5 x 1.3 inches,,Intel,2,DDR3 SDRAM,,,,1 Lithium ion batteries required. (included),11.6 inches,,INTEL,Intel,Integrated,,,,https://www.amazon.com/Lenovo-ThinkPad-X131e-Business-Multi-Language/dp/B086LJXXGT/ref=sr_1_99?dchild=1&keywords=laptops&qid=1592921606&sr=8-99,PC,,,,,,,,,,,,
HP,Notebook,7MP80UA,Windows 10,3.2 pounds,12.76 x 8.89 x 0.78 inches,12.76 x 8.89 x 0.78 inches,Silver,AMD,2,DDR SDRAM,,No Optical Drive,Battery Powered,1 Lithium Polymer batteries required. (included),14 inches,1366 x 768,AMD Radeon™ Vega 3 Graphics,Amd,Integrated,802.11ac,1,2,https://www.amazon.com/HP-3-5GHz-Radeon-Webcam-Windows/dp/B07SZ9H38Q/ref=sr_1_100?dchild=1&keywords=laptops&qid=1592921606&sr=8-100,PC,128,,4 GB,2400 MHz,8 hours,,,120 volts,,,,7MP80UA
ASUS,VivoBook 15,F512JA-AS34,Windows 10 S,3.75 pounds,14.1 x 9.1 x 0.8 inches,14.1 x 9.1 x 0.8 inches,,Intel,2,DDR4 SDRAM,,No Optical Drive,,1 Lithium ion batteries required. (included),15.6 inches,1920 x 1080 pixels,Intel UHD Graphics,Intel,Integrated,802.11ac,2,2,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg6_1?ie=UTF8&adId=A02222762Y2WKMJRLRBZK&url=%2FASUS-VivoBook-i3-1005G1-Fingerprint-F512JA-AS34%2Fdp%2FB0869L1326%2Fref%3Dsr_1_101_sspa%3Fdchild%3D1%26keywords%3Dlaptops%26qid%3D1592921606%26sr%3D8-101-spons%26psc%3D1&qualifier=1592921606&id=7001642900228491&widgetName=sp_btf,PC,128,1920 x 1080 pixels,8 GB,,,,,,,,,
Lenovo,"ChromeBook Flex 5 13""",82B80006UX,Chrome OS,2.97 pounds,12.2 x 8.43 x 0.67 inches,12.2 x 8.43 x 0.67 inches,Graphite Grey,Intel,1,DDR4 SDRAM,7200 RPM,None,Battery Powered,1 Lithium Polymer batteries required. (included),13.3 inches,1920 x 1080 pixels,Intel Integrated Graphics,Intel,Integrated,802.11ax,,1,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg6_2?ie=UTF8&adId=A0222120CE6KVIPXXDFK&url=%2FLenovo-Chromebook-i3-10110U-Integrated-82B80006UX%2Fdp%2FB086383HC7%2Fref%3Dsr_1_102_sspa%3Fdchild%3D1%26keywords%3Dlaptops%26qid%3D1592921606%26sr%3D8-102-spons%26psc%3D1&qualifier=1592921606&id=7001642900228491&widgetName=sp_btf,Chrome,64,,,,10 hours,,,,,,,
CHUWI,LapBook Pro,CHUWI LapBook Pro,Windows 10,3.15 pounds,9.7 x 6.27 x 0.4 inches,9.7 x 6.27 x 0.4 inches,Space Gray,Intel,1,DDR4 SDRAM,,,Battery,,14.1 inches,1920x1080 pixels,Intel® UHD Graphics 600,Intel,,802.11ac,,,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg7_1?ie=UTF8&adId=A10395031EC6MKO84K0HI&url=%2FCHUWI-LapBook-Pro-Ultra-Slim-Gemini-Lake%2Fdp%2FB086PYGZ2X%2Fref%3Dsr_1_97_sspa%3Fdchild%3D1%26keywords%3Dlaptops%26qid%3D1592921607%26sr%3D8-97-spons%26psc%3D1&qualifier=1592921607&id=7513256046152651&widgetName=sp_atf_next,PC,,1920x1080,,,8 hours,,,,,,,
ASUS,C302CA-DH54,C302CA-DH54,Chrome OS,2.65 pounds,12 x 8.3 x 0.5 inches,12 x 8.3 x 0.5 inches,Silver,Intel,2,DDR3 SDRAM,10000 RPM,None,Battery Powered,1 Lithium Polymer batteries required. (included),12.5 inches,1920 x 1080 pixels,Intel HD Graphics,Intel,Integrated,802.11ac,,,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg7_2?ie=UTF8&adId=A08805782FR78PGHSF879&url=%2FChromebook-C302CA-DH54-12-5-inch-Touchscreen-Convertible%2Fdp%2FB074VB8VT5%2Fref%3Dsr_1_98_sspa%3Fdchild%3D1%26keywords%3Dlaptops%26qid%3D1592921607%26sr%3D8-98-spons%26psc%3D1&qualifier=1592921607&id=7513256046152651&widgetName=sp_atf_next,Unknown,64,,,,10 hours,,,19 volts,,,,
Lenovo,Lenovo Thinkpad Yoga,Yoga 11e,Windows 10,4 pounds,8.5 x 11.8 x 0.9 inches,8.5 x 11.8 x 0.9 inches,Black,Intel,1,DDR3 SDRAM,,No Optical Drive,,1 Lithium ion batteries required. (included),11.6 inches,1366 x 768 pixels,Intel HD Graphics,Intel,Integrated,Bluetooth,1,1,https://www.amazon.com/Lenovo-Thinkpad-Touchscreen-Processor-Bluetooth/dp/B07V1X13D8/ref=sr_1_99?dchild=1&keywords=laptops&qid=1592921607&sr=8-99,PC,128,,2 MB,1.83 GHz,,,,,,,,
Lenovo,IdeaPad S145,LENOVO,Windows 10,4 pounds,14.3 x 9.9 x 0.8 inches,14.3 x 9.9 x 0.8 inches,Black,AMD,2,DDR4 SDRAM,,No Optical Drive,AC & Battery,1 Lithium ion batteries required. (included),15.6 inches,1366 x 768,AMD Radeon R4 Graphics,Amd,Integrated,802.11ac,1,2,https://www.amazon.com/Lenovo-IdeaPad-Business-Dual-core-Graphics/dp/B07YSWGQ9D/ref=sr_1_100?dchild=1&keywords=laptops&qid=1592921607&sr=8-100,PC,,1366 x 768,,,8 hours,,1.2 	MP	,,,,,
HP,HP,HP 14,None,3.24 pounds,8.86 x 12.76 x 0.71 inches,8.86 x 12.76 x 0.71 inches,Silver,Intel,2,DDR4 SDRAM,,,AC & Battery,1 Lithium ion batteries required. (included),14 inches,1366x768,Intel UHD Graphics,Intel,,802.11ac,,,https://www.amazon.com/HP-14-BrightView-WLED-Backlit-i3-1005G1/dp/B0814LGNBP/ref=sr_1_101?dchild=1&keywords=laptops&qid=1592921607&sr=8-101,PC,128 GB,1366x768,,2666 MHz,,,,,,,,
Lenovo,Lenovo,,Windows 10,4.6 pounds,14.8 x 10 x 0.9 inches,14.8 x 10 x 0.9 inches,Black,AMD,2,SDRAM,,No Optical Drive,Corded-Electric,Battery,15.6 inches,1366 x 768,AMD Radeon R5,Amd,Integrated,802.11ac,1,1,https://www.amazon.com/Lenovo-Flagship-Dual-core-A9-9425-Processor/dp/B07SKT8PD9/ref=sr_1_102?dchild=1&keywords=laptops&qid=1592921607&sr=8-102,PC,128,,,3.1 GHz,,,,,,,,
Lenovo,IdeaPad S340,81N800D2US,Windows 10,3.96 pounds,9.6 x 14.1 x 0.7 inches,9.6 x 14.1 x 0.7 inches,Gray,Intel,2,DDR4 SDRAM,,,Battery Powered,1 Lithium Metal batteries required. (included),15.6 inches,1366x768 pixels,Intel UHD Graphics 620,Intel,Integrated,Bluetooth,,,https://www.amazon.com/IdeaPad-i3-8145u-15-6-inch-Platinum-Renovado/dp/B086DDCHSS/ref=sr_1_103?dchild=1&keywords=laptops&qid=1592921607&sr=8-103,PC,,1366x768,,2400 MHz,,,720 pixels,,,,,
HP,7FT14UA#ABA,7FT14UA#ABA,Windows 10 Home,5.11 pounds,1 x 1 x 1 inches,1 x 1 x 1 inches,,Intel,1,SDRAM,,No Optical Drive,,1 Lithium Polymer batteries required. (included),15.6 inches,1366 x 768,Intel UHD Graphics 620,Intel,Integrated,802.11b/g,1,1,https://www.amazon.com/HP-Display-I5-8265U-Graphics-Natural/dp/B07T4LQ7L2/ref=sr_1_104?dchild=1&keywords=laptops&qid=1592921607&sr=8-104,,256,,,2400 MHz,,,,,,,,
Microsoft,LQN-00038,LQN-00038,Windows 10 Home,2.76 pounds,12.13 x 8.79 x 0.96 inches,12.13 x 8.79 x 0.96 inches,Cobalt,Intel,4,Unknown,,None,Battery Powered,1 Lithium Polymer batteries required. (included),13.5 inches,2256x1504 pixels,I5,AMD,Integrated,802.11abg,,1,https://www.amazon.com/Microsoft-Surface-Laptop-Intel-256GB/dp/B07HZN87JR/ref=sr_1_105?dchild=1&keywords=laptops&qid=1592921607&sr=8-105,Unknown,256,,1 GB,1 GHz,,,,,,,,
Acer,C720-2844,NXSHEAA004,Chrome OS,3.94 pounds,,,Gray,Intel,2,DDR3 SDRAM,,No Optical Drive,Battery Powered,1 Lithium ion batteries required. (included),11.6 inches,1366 x 768,,Intel,Integrated,,,,https://www.amazon.com/Acer-Laptop-C720-2844-Certified-Refurbished/dp/B00L87JC80/ref=sr_1_106?dchild=1&keywords=laptops&qid=1592921607&sr=8-106,PC,,,2 MB,,8.5 hours,,,,,,,
Lenovo,"IdeaPad 3 14""",81W0003QUS,Windows 10,3.3 pounds,12.88 x 9.49 x 0.78 inches,12.88 x 9.49 x 0.78 inches,Abyss Blye,AMD,1,DDR4 SDRAM,7200 RPM,None,Battery Powered,1 Lithium Polymer batteries required. (included),14 inches,1920 x 1080 pixels,AMD Integrated Graphics,AMD,Integrated,802.11ac,1,2,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg7_1?ie=UTF8&adId=A04052102LURNB4D4RAI6&url=%2FLenovo-IdeaPad-Processor-Graphics-81W0003QUS%2Fdp%2FB0862269YP%2Fref%3Dsr_1_107_sspa%3Fdchild%3D1%26keywords%3Dlaptops%26qid%3D1592921607%26sr%3D8-107-spons%26psc%3D1&qualifier=1592921607&id=7513256046152651&widgetName=sp_mtf,,,,,,,,,,,,,
ASUS,VivoBook 15,F512JA-AS34,Windows 10 S,3.75 pounds,14.1 x 9.1 x 0.8 inches,14.1 x 9.1 x 0.8 inches,,Intel,2,DDR4 SDRAM,,No Optical Drive,,1 Lithium ion batteries required. (included),15.6 inches,1920 x 1080 pixels,Intel UHD Graphics,Intel,Integrated,802.11ac,2,2,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg7_2?ie=UTF8&adId=A02222762Y2WKMJRLRBZK&url=%2FASUS-VivoBook-i3-1005G1-Fingerprint-F512JA-AS34%2Fdp%2FB0869L1326%2Fref%3Dsr_1_108_sspa%3Fdchild%3D1%26keywords%3Dlaptops%26qid%3D1592921607%26sr%3D8-108-spons%26psc%3D1&qualifier=1592921607&id=7513256046152651&widgetName=sp_mtf,PC,128,1920 x 1080 pixels,8 GB,,,,,,,,,
HP,Hp,HP,Windows 10,2.65 pounds,13.3 x 8.9 x 0.7 inches,13.3 x 8.9 x 0.7 inches,Silver,Intel,4,DDR4 SDRAM,,,Battery Powered,1 Lithium Polymer batteries required. (included),14 inches,1366 X 768,Intel UHD Graphics 605,Intel,,802.11ac,,,https://www.amazon.com/HP-Performance-Business-LED-Backlit-Bluetooth/dp/B07K1GR9LN/ref=sr_1_109?dchild=1&keywords=laptops&qid=1592921607&sr=8-109,PC,64 GB,,,2400 GHz,,,,,,,,
HP,,8460P,Windows 7,4.56 pounds,9.11 x 13.31 x 1.25 inches,9.11 x 13.31 x 1.25 inches,,Intel,1,DDR3 SDRAM,,,,1 Lithium ion batteries required. (included),14 inches,,Intel HD Graphics 3000,,Integrated,802.11bgn,3,,https://www.amazon.com/HP-EliteBook-8460P-14-inch-Notebook/dp/B00XLZWN8S/ref=sr_1_110?dchild=1&keywords=laptops&qid=1592921607&sr=8-110,,,,,,,,,,,,,
Acer,CB3-532,Acer CB3-532 Chromeb,Chrome OS,4.2 pounds,14.88 x 9.99 x 0.9 inches,14.88 x 9.99 x 0.9 inches,Black,Intel,2,DDR3 SDRAM,,No Optical Drive,Battery Powered,1 Lithium Polymer batteries required. (included),15.6 inches,1366 x 768,Intel HD Graphics 400,Intel,Integrated,802.11ac,1,1,https://www.amazon.com/Acer-CB3-532-Chromebook-Dual-Core-12-Hours/dp/B077YS9TYW/ref=sr_1_111?dchild=1&keywords=laptops&qid=1592921607&sr=8-111,PC,16,1366 x 768,,2.48 GHz,12 hours,,,,,,,
HP,Business Laptop,HP,Windows 10,5.4 pounds,16.3 x 10.7 x 1 inches,16.3 x 10.7 x 1 inches,Black,Intel,4,DDR4 SDRAM,,DVD±RW,AC & Battery,1 Lithium ion batteries required. (included),17.3 inches,1600 x 900,Intel UHD Graphics 620,Intel,Integrated,802.11bgn,2,1,https://www.amazon.com/HP-Flagship-Business-Processor-Bluetooth/dp/B07VPGC74L/ref=sr_1_112?dchild=1&keywords=laptops&qid=1592921607&sr=8-112,PC,256,1600 x 900,2 MB,3.9 GHz,9 hours,,1.2 	MP	,,,,,
HP,HP EliteBook 840 G3 Notebook PC,HP Elitebook 840 G3 Business Laptop,Windows 10 Pro,3.3 pounds,9.3 x 13.3 x 0.74 inches,9.3 x 13.3 x 0.74 inches,Silver,Intel,2,DDR4 SDRAM,,No Optical Drive,AC & Battery,1 Lithium Polymer batteries required. (included),14 inches,,Integrated Intel HD Graphics 520,Intel,Integrated,Bluetooth,2,2,https://www.amazon.com/HP-840-G3-Business-Laptop/dp/B07JHP2GC5/ref=sr_1_113?dchild=1&keywords=laptops&qid=1592921607&sr=8-113,PC,256,1366x768,,1866 MHz,,,,,,,,
HP,HP-15-dw2037wm,15-dw2037wm,Windows 10,3.9 pounds,14.11 x 9.35 x 0.78 inches,14.11 x 9.35 x 0.78 inches,Silver,1.2 GHz Intel Core i3,2,DDR4 SDRAM,5400 RPM,,Battery Powered,,15.6 inches,1080 lines_per_inch,Intel® UHD Graphics,,,802.11b,,,https://www.amazon.com/HP-Premium-Dual-Core-i3-1005G1-Windows/dp/B0885RR19L/ref=sr_1_114?dchild=1&keywords=laptops&qid=1592921607&sr=8-114,PC,,,,3.4 GHz,,,,,,,,
Dell,Dell Inspiron,I3567-3970BLK-PUS,Windows 10,1 pounds,9.1 x 9.1 x 9.1 inches,9.1 x 9.1 x 9.1 inches,,Intel,2,DDR4 SDRAM,12 RPM,BD-R,Battery Powered,1 Lithium Metal batteries required. (included),15.6 inches,,,Intel,Dedicated,802.11b/g,3,2,https://www.amazon.com/Dell-Inspiron-Touch-Screen-Laptop/dp/B07KVFTVHX/ref=sr_1_115?dchild=1&keywords=laptops&qid=1592921607&sr=8-115,PC,128,1366x768,,,,,,,,,,
